position,gene,ID,type,start,end,strand,strain,central_gene,core_status,isolate_count
-8,potA_3,ECOR47_04377,CDS,99844,100977,+,ECOR47_PROKKA,artP,soft_core,43
-7,potH,ECOR47_04378,CDS,100987,101931,+,ECOR47_PROKKA,artP,soft_core,43
-6,ydcV_3,ECOR47_04379,CDS,101928,102773,+,ECOR47_PROKKA,artP,soft_core,43
-5,ybjO,ECOR47_04380,CDS,102833,103321,+,ECOR47_PROKKA,artP,soft_core,43
-4,rlmC,ECOR47_04381,CDS,103362,104489,+,ECOR47_PROKKA,artP,soft_core,43
-3,ulaA_2,ECOR47_04382,CDS,104788,106113,+,ECOR47_PROKKA,artP,non_core,3
-2,ulaB_2,ECOR47_04383,CDS,106135,106455,+,ECOR47_PROKKA,artP,non_core,3
-1,,ECOR47_04384,CDS,106468,107949,+,ECOR47_PROKKA,artP,non_core,3
1,artJ,ECOR47_04385,CDS,108000,108731,-,ECOR47_PROKKA,artP,soft_core,43
2,artM_2,ECOR47_04386,CDS,108957,109625,-,ECOR47_PROKKA,artP,soft_core,43
3,artQ,ECOR47_04387,CDS,109625,110341,-,ECOR47_PROKKA,artP,soft_core,43
4,artI,ECOR47_04388,CDS,110348,111079,-,ECOR47_PROKKA,artP,soft_core,43
5,artP,ECOR47_04389,CDS,111097,111825,-,ECOR47_PROKKA,artP,soft_core,43
6,ybjP,ECOR47_04390,CDS,112043,112558,-,ECOR47_PROKKA,artP,non_core,33
7,,ECOR47_04391,CDS,113173,114975,+,ECOR47_PROKKA,artP,non_core,8
8,,ECOR47_04392,CDS,115186,115509,+,ECOR47_PROKKA,artP,soft_core,43
9,amiD,ECOR47_04393,CDS,115506,116336,+,ECOR47_PROKKA,artP,soft_core,43
10,oleD_2,ECOR47_04394,CDS,116333,117346,-,ECOR47_PROKKA,artP,soft_core,43
-9,ydcV_3,ECOR47_04379,CDS,101928,102773,+,ECOR47_PROKKA,artQ,soft_core,43
-8,ybjO,ECOR47_04380,CDS,102833,103321,+,ECOR47_PROKKA,artQ,soft_core,43
-7,rlmC,ECOR47_04381,CDS,103362,104489,+,ECOR47_PROKKA,artQ,soft_core,43
-6,ulaA_2,ECOR47_04382,CDS,104788,106113,+,ECOR47_PROKKA,artQ,non_core,3
-5,ulaB_2,ECOR47_04383,CDS,106135,106455,+,ECOR47_PROKKA,artQ,non_core,3
-4,,ECOR47_04384,CDS,106468,107949,+,ECOR47_PROKKA,artQ,non_core,3
-3,artJ,ECOR47_04385,CDS,108000,108731,-,ECOR47_PROKKA,artQ,soft_core,43
-2,artM_2,ECOR47_04386,CDS,108957,109625,-,ECOR47_PROKKA,artQ,soft_core,43
-1,artQ,ECOR47_04387,CDS,109625,110341,-,ECOR47_PROKKA,artQ,soft_core,43
1,artI,ECOR47_04388,CDS,110348,111079,-,ECOR47_PROKKA,artQ,soft_core,43
2,artP,ECOR47_04389,CDS,111097,111825,-,ECOR47_PROKKA,artQ,soft_core,43
3,ybjP,ECOR47_04390,CDS,112043,112558,-,ECOR47_PROKKA,artQ,non_core,33
4,,ECOR47_04391,CDS,113173,114975,+,ECOR47_PROKKA,artQ,non_core,8
5,,ECOR47_04392,CDS,115186,115509,+,ECOR47_PROKKA,artQ,soft_core,43
6,amiD,ECOR47_04393,CDS,115506,116336,+,ECOR47_PROKKA,artQ,soft_core,43
7,oleD_2,ECOR47_04394,CDS,116333,117346,-,ECOR47_PROKKA,artQ,soft_core,43
8,,ECOR47_04395,CDS,117445,118875,-,ECOR47_PROKKA,artQ,soft_core,43
9,ltaE,ECOR47_04396,CDS,118886,119887,-,ECOR47_PROKKA,artQ,soft_core,43
10,poxB,ECOR47_04397,CDS,119924,121642,-,ECOR47_PROKKA,artQ,soft_core,43
-9,osmE,2b84de5415a5ca9477dbe99a5510e5bf_3999,CDS,1986503,1986841,-,CFT073,astA,core,44
-8,nadE,2b84de5415a5ca9477dbe99a5510e5bf_4001,CDS,1987043,1987870,+,CFT073,astA,core,44
-7,cho,2b84de5415a5ca9477dbe99a5510e5bf_4003,CDS,1988100,1988987,+,CFT073,astA,core,44
-6,ves,2b84de5415a5ca9477dbe99a5510e5bf_4005,CDS,1988947,1989522,-,CFT073,astA,core,44
-5,spy,2b84de5415a5ca9477dbe99a5510e5bf_4007,CDS,1989725,1990210,-,CFT073,astA,core,44
-4,astE,2b84de5415a5ca9477dbe99a5510e5bf_4009,CDS,1990540,1991508,-,CFT073,astA,core,44
-3,astB,2b84de5415a5ca9477dbe99a5510e5bf_4011,CDS,1991501,1992844,-,CFT073,astA,core,44
-2,astD,2b84de5415a5ca9477dbe99a5510e5bf_4013,CDS,1992841,1994319,-,CFT073,astA,core,44
-1,astA,2b84de5415a5ca9477dbe99a5510e5bf_4015,CDS,1994316,1995350,-,CFT073,astA,unknown,
1,astC,2b84de5415a5ca9477dbe99a5510e5bf_4017,CDS,1995347,1996567,-,CFT073,astA,core,44
2,xthA,2b84de5415a5ca9477dbe99a5510e5bf_4019,CDS,1997013,1997819,+,CFT073,astA,core,44
3,ydjX,2b84de5415a5ca9477dbe99a5510e5bf_4021,CDS,1997986,1998696,+,CFT073,astA,core,44
4,ydjY,2b84de5415a5ca9477dbe99a5510e5bf_4023,CDS,1998701,1999378,+,CFT073,astA,core,44
5,ydjZ,2b84de5415a5ca9477dbe99a5510e5bf_4025,CDS,1999392,2000099,+,CFT073,astA,soft_core,43
6,ynjA,2b84de5415a5ca9477dbe99a5510e5bf_4027,CDS,2000099,2000647,+,CFT073,astA,soft_core,43
7,ynjB,2b84de5415a5ca9477dbe99a5510e5bf_4029,CDS,2000657,2001823,+,CFT073,astA,soft_core,43
8,ynjC,2b84de5415a5ca9477dbe99a5510e5bf_4031,CDS,2001796,2003331,+,CFT073,astA,soft_core,43
9,ynjD,2b84de5415a5ca9477dbe99a5510e5bf_4033,CDS,2003331,2003984,+,CFT073,astA,non_core,26
10,ynjE,2b84de5415a5ca9477dbe99a5510e5bf_4035,CDS,2004051,2005358,+,CFT073,astA,non_core,24
-9,osmE,ECOR47_01173,CDS,240258,240596,-,ECOR47_PROKKA,astA,core,44
-8,nadE,ECOR47_01174,CDS,240798,241625,+,ECOR47_PROKKA,astA,core,44
-7,cho,ECOR47_01175,CDS,241855,242742,+,ECOR47_PROKKA,astA,core,44
-6,ves,ECOR47_01176,CDS,242702,243277,-,ECOR47_PROKKA,astA,core,44
-5,spy,ECOR47_01177,CDS,243480,243965,-,ECOR47_PROKKA,astA,core,44
-4,astE,ECOR47_01178,CDS,244295,245263,-,ECOR47_PROKKA,astA,core,44
-3,astB,ECOR47_01179,CDS,245256,246599,-,ECOR47_PROKKA,astA,core,44
-2,astD_1,ECOR47_01180,CDS,246596,248074,-,ECOR47_PROKKA,astA,core,44
-1,astA,ECOR47_01181,CDS,248071,249105,-,ECOR47_PROKKA,astA,soft_core,43
1,astC,ECOR47_01182,CDS,249102,250322,-,ECOR47_PROKKA,astA,core,44
2,xthA,ECOR47_01183,CDS,250768,251574,+,ECOR47_PROKKA,astA,core,44
3,ydjZ_1,ECOR47_01184,CDS,251741,252451,+,ECOR47_PROKKA,astA,core,44
4,,ECOR47_01185,CDS,252456,253133,+,ECOR47_PROKKA,astA,core,44
5,ydjZ_2,ECOR47_01186,CDS,253157,253855,+,ECOR47_PROKKA,astA,soft_core,43
6,,ECOR47_01187,CDS,253855,254403,+,ECOR47_PROKKA,astA,soft_core,43
7,ynjB,ECOR47_01188,CDS,254413,255579,+,ECOR47_PROKKA,astA,soft_core,43
8,ynjC,ECOR47_01189,CDS,255552,257087,+,ECOR47_PROKKA,astA,soft_core,43
9,malK_2,ECOR47_01190,CDS,257087,257737,+,ECOR47_PROKKA,astA,non_core,7
10,ynjE,ECOR47_01191,CDS,257807,259114,+,ECOR47_PROKKA,astA,non_core,20
-9,lgoT,ECOR47_00172,CDS,99471,100832,-,ECOR47_PROKKA,bglJ,non_core,23
-8,lgoR,ECOR47_00173,CDS,101047,101961,-,ECOR47_PROKKA,bglJ,non_core,24
-7,lgoD,ECOR47_00174,CDS,102100,103122,+,ECOR47_PROKKA,bglJ,non_core,24
-6,mdoB,ECOR47_00175,CDS,103260,105551,-,ECOR47_PROKKA,bglJ,core,44
-5,,ECOR47_00176,CDS,105805,106299,-,ECOR47_PROKKA,bglJ,soft_core,43
-4,dnaC,ECOR47_00177,CDS,106348,107085,-,ECOR47_PROKKA,bglJ,core,44
-3,dnaT_1,ECOR47_00178,CDS,107088,107627,-,ECOR47_PROKKA,bglJ,core,44
-2,,ECOR47_00179,CDS,107734,108207,-,ECOR47_PROKKA,bglJ,core,44
-1,yjjP,ECOR47_00180,CDS,108198,108968,-,ECOR47_PROKKA,bglJ,core,44
1,yjjQ,ECOR47_00181,CDS,109587,110312,+,ECOR47_PROKKA,bglJ,non_core,39
2,bglJ,ECOR47_00182,CDS,110270,110947,+,ECOR47_PROKKA,bglJ,soft_core,43
3,fhuF,ECOR47_00183,CDS,110985,111773,-,ECOR47_PROKKA,bglJ,soft_core,43
4,,ECOR47_00184,CDS,111914,112150,+,ECOR47_PROKKA,bglJ,non_core,37
5,rsmC,ECOR47_00186,CDS,112654,113685,-,ECOR47_PROKKA,bglJ,core,44
6,holD,ECOR47_00187,CDS,113788,114201,+,ECOR47_PROKKA,bglJ,soft_core,43
7,rimI,ECOR47_00188,CDS,114170,114616,+,ECOR47_PROKKA,bglJ,core,44
8,yjjG,ECOR47_00189,CDS,114631,115308,+,ECOR47_PROKKA,bglJ,core,44
9,prfC,ECOR47_00190,CDS,115399,116988,+,ECOR47_PROKKA,bglJ,core,44
10,osmY_1,ECOR47_00191,CDS,117381,117986,+,ECOR47_PROKKA,bglJ,core,44
-9,osmY_1,ECOR53_03147,CDS,256401,257006,-,ECOR53_PROKKA,bglJ,core,44
-8,prfC,ECOR53_03148,CDS,257408,259024,-,ECOR53_PROKKA,bglJ,core,44
-7,yjjG,ECOR53_03149,CDS,259088,259765,-,ECOR53_PROKKA,bglJ,core,44
-6,rimI,ECOR53_03150,CDS,259780,260226,-,ECOR53_PROKKA,bglJ,core,44
-5,holD,ECOR53_03151,CDS,260195,260608,-,ECOR53_PROKKA,bglJ,non_core,1
-4,rsmC,ECOR53_03152,CDS,260711,261742,+,ECOR53_PROKKA,bglJ,core,44
-3,,ECOR53_03156,CDS,262413,262649,-,ECOR53_PROKKA,bglJ,non_core,1
-2,fhuF,ECOR53_03157,CDS,262790,263575,+,ECOR53_PROKKA,bglJ,non_core,1
-1,bglJ,ECOR53_03158,CDS,263612,264289,-,ECOR53_PROKKA,bglJ,non_core,1
1,yjjQ,ECOR53_03159,CDS,264247,264972,-,ECOR53_PROKKA,bglJ,non_core,39
2,yjjP,ECOR53_03160,CDS,265600,266370,+,ECOR53_PROKKA,bglJ,core,44
3,,ECOR53_03161,CDS,266361,266834,+,ECOR53_PROKKA,bglJ,core,44
4,dnaT,ECOR53_03162,CDS,266941,267480,+,ECOR53_PROKKA,bglJ,core,44
5,dnaC,ECOR53_03163,CDS,267483,268220,+,ECOR53_PROKKA,bglJ,core,44
6,,ECOR53_03164,CDS,268269,268763,+,ECOR53_PROKKA,bglJ,non_core,1
7,mdoB,ECOR53_03165,CDS,268940,271309,+,ECOR53_PROKKA,bglJ,core,44
8,lgoD_1,ECOR53_03166,CDS,271488,272510,-,ECOR53_PROKKA,bglJ,non_core,1
9,lgoR,ECOR53_03167,CDS,272649,273554,+,ECOR53_PROKKA,bglJ,non_core,1
10,nhaK_2,ECOR53_03168,CDS,273677,275329,-,ECOR53_PROKKA,bglJ,non_core,1
-9,,ECOR47_03340,CDS,252265,252549,+,ECOR47_PROKKA,bluR,core,44
-8,ymgD,ECOR47_03341,CDS,252559,252888,+,ECOR47_PROKKA,bluR,non_core,28
-7,icsA,ECOR47_03342,CDS,252944,254392,-,ECOR47_PROKKA,bluR,non_core,36
-6,,ECOR47_03343,CDS,254623,255606,-,ECOR47_PROKKA,bluR,non_core,3
-5,ymgF,ECOR47_03344,CDS,256006,256224,-,ECOR47_PROKKA,bluR,non_core,23
-4,pdeG,ECOR47_03345,CDS,256356,257879,-,ECOR47_PROKKA,bluR,soft_core,43
-3,ymgC,ECOR47_03346,CDS,258215,258463,-,ECOR47_PROKKA,bluR,soft_core,42
-2,ariR,ECOR47_03347,CDS,258576,258842,-,ECOR47_PROKKA,bluR,soft_core,42
-1,ycgZ,ECOR47_03348,CDS,259186,259422,-,ECOR47_PROKKA,bluR,soft_core,43
1,bluF,ECOR47_03349,CDS,259736,260947,+,ECOR47_PROKKA,bluR,non_core,35
2,bluR,ECOR47_03350,CDS,261152,261883,+,ECOR47_PROKKA,bluR,soft_core,43
3,ydfO,ECOR47_03351,CDS,262104,262508,+,ECOR47_PROKKA,bluR,soft_core,43
4,icd_1,ECOR47_03352,CDS,263637,263789,-,ECOR47_PROKKA,bluR,non_core,27
5,,ECOR47_03353,CDS,263983,264138,-,ECOR47_PROKKA,bluR,non_core,14
6,,ECOR47_03354,CDS,264261,265019,-,ECOR47_PROKKA,bluR,non_core,16
7,,ECOR47_03355,CDS,265718,266632,+,ECOR47_PROKKA,bluR,non_core,30
8,mntB_1,ECOR47_03356,CDS,266632,267459,+,ECOR47_PROKKA,bluR,non_core,35
9,mntB_2,ECOR47_03357,CDS,267456,268313,+,ECOR47_PROKKA,bluR,non_core,35
10,mntB_3,ECOR47_03358,CDS,268310,269167,+,ECOR47_PROKKA,bluR,non_core,32
-9,yjeH,ECOR47_00555,CDS,57705,58961,+,ECOR47_PROKKA,cadB,core,44
-8,,ECOR47_00556,CDS,58977,59453,-,ECOR47_PROKKA,cadB,core,44
-7,aspA,ECOR47_00557,CDS,59790,61226,+,ECOR47_PROKKA,cadB,core,44
-6,dcuA,ECOR47_00558,CDS,61344,62645,+,ECOR47_PROKKA,cadB,soft_core,43
-5,cutA,ECOR47_00559,CDS,62760,63098,+,ECOR47_PROKKA,cadB,core,44
-4,dsbD,ECOR47_00560,CDS,63074,64771,+,ECOR47_PROKKA,cadB,core,44
-3,,ECOR47_00561,CDS,64808,65383,+,ECOR47_PROKKA,cadB,core,44
-2,cadC,ECOR47_00563,CDS,66182,67720,+,ECOR47_PROKKA,cadB,core,44
-1,cadB,ECOR47_00564,CDS,68086,69420,+,ECOR47_PROKKA,cadB,soft_core,43
1,cadA,ECOR47_00565,CDS,69500,71647,+,ECOR47_PROKKA,cadB,core,44
2,dtpC,ECOR47_00566,CDS,71706,73163,+,ECOR47_PROKKA,cadB,core,44
3,lysU,ECOR47_00567,CDS,73400,74917,+,ECOR47_PROKKA,cadB,core,44
4,ghoT,ECOR47_00568,CDS,75035,75208,-,ECOR47_PROKKA,cadB,soft_core,43
5,ghoS,ECOR47_00569,CDS,75236,75532,-,ECOR47_PROKKA,cadB,core,44
6,yjdJ,ECOR47_00570,CDS,75761,76033,-,ECOR47_PROKKA,cadB,core,44
7,,ECOR47_00571,CDS,76045,76275,-,ECOR47_PROKKA,cadB,core,44
8,dcuS,ECOR47_00572,CDS,76456,78087,+,ECOR47_PROKKA,cadB,core,44
9,dcuR,ECOR47_00573,CDS,78084,78803,+,ECOR47_PROKKA,cadB,core,44
10,dcuB,ECOR47_00574,CDS,79374,80714,+,ECOR47_PROKKA,cadB,core,44
-9,,ECOR47_03547,CDS,171884,172498,-,ECOR47_PROKKA,caiB,core,44
-8,kefC_1,ECOR47_03548,CDS,172555,174417,-,ECOR47_PROKKA,caiB,core,44
-7,kefF_2,ECOR47_03549,CDS,174410,174940,-,ECOR47_PROKKA,caiB,soft_core,43
-6,ygcS_2,ECOR47_03550,CDS,175048,176379,-,ECOR47_PROKKA,caiB,soft_core,43
-5,fixX_3,ECOR47_03551,CDS,176438,176725,-,ECOR47_PROKKA,caiB,soft_core,43
-4,thi4,ECOR47_03552,CDS,176722,178008,-,ECOR47_PROKKA,caiB,soft_core,43
-3,fixB_3,ECOR47_03553,CDS,178059,179000,-,ECOR47_PROKKA,caiB,soft_core,43
-2,fixA_3,ECOR47_03554,CDS,179015,179785,-,ECOR47_PROKKA,caiB,soft_core,43
-1,caiT_2,ECOR47_03555,CDS,180258,181772,+,ECOR47_PROKKA,caiB,core,44
1,caiA_2,ECOR47_03556,CDS,181803,182945,+,ECOR47_PROKKA,caiB,core,44
2,caiB,ECOR47_03557,CDS,183074,184291,+,ECOR47_PROKKA,caiB,soft_core,43
3,caiC,ECOR47_03558,CDS,184365,185918,+,ECOR47_PROKKA,caiB,core,44
4,caiD,ECOR47_03559,CDS,186027,186812,+,ECOR47_PROKKA,caiB,core,44
5,yrdA_2,ECOR47_03560,CDS,186818,187408,+,ECOR47_PROKKA,caiB,core,44
6,,ECOR47_03561,CDS,187614,188009,-,ECOR47_PROKKA,caiB,core,44
7,,ECOR47_03562,CDS,188044,188262,+,ECOR47_PROKKA,caiB,non_core,13
8,carB,ECOR47_03563,CDS,188270,191488,-,ECOR47_PROKKA,caiB,core,44
9,carA,ECOR47_03564,CDS,191506,192654,-,ECOR47_PROKKA,caiB,core,44
10,dapB,ECOR47_03565,CDS,193110,193931,-,ECOR47_PROKKA,caiB,core,44
-9,fkpB,ECOR4_02879,CDS,12477,12926,+,ECOR4_PROKKA,caiB,core,44
-8,ispH,ECOR4_02880,CDS,12928,13878,+,ECOR4_PROKKA,caiB,core,44
-7,rihC,ECOR4_02881,CDS,13944,14858,+,ECOR4_PROKKA,caiB,non_core,35
-6,dapB,ECOR4_02882,CDS,15025,15846,+,ECOR4_PROKKA,caiB,core,44
-5,carA,ECOR4_02883,CDS,16302,17450,+,ECOR4_PROKKA,caiB,core,44
-4,carB,ECOR4_02884,CDS,17468,20689,+,ECOR4_PROKKA,caiB,core,44
-3,,ECOR4_02885,CDS,20951,21346,+,ECOR4_PROKKA,caiB,core,44
-2,yrdA_2,ECOR4_02886,CDS,21555,22145,-,ECOR4_PROKKA,caiB,core,44
-1,caiD,ECOR4_02887,CDS,22151,22936,-,ECOR4_PROKKA,caiB,core,44
1,caiC,ECOR4_02888,CDS,23045,24598,-,ECOR4_PROKKA,caiB,core,44
2,caiB,ECOR4_02889,CDS,24672,25889,-,ECOR4_PROKKA,caiB,non_core,2
3,caiA_1,ECOR4_02890,CDS,26018,27160,-,ECOR4_PROKKA,caiB,core,44
4,caiT_1,ECOR4_02891,CDS,27191,28531,-,ECOR4_PROKKA,caiB,core,44
5,entD,ECOR4_02892,CDS,256,999,-,ECOR4_PROKKA,caiB,non_core,26
6,fepA,ECOR4_02893,CDS,1051,3291,-,ECOR4_PROKKA,caiB,core,44
7,fes,ECOR4_02894,CDS,3534,4736,+,ECOR4_PROKKA,caiB,core,44
8,ybdZ,ECOR4_02895,CDS,4739,4957,+,ECOR4_PROKKA,caiB,core,44
9,entF,ECOR4_02896,CDS,4954,8835,+,ECOR4_PROKKA,caiB,core,44
10,fepE,ECOR4_02897,CDS,9051,10184,+,ECOR4_PROKKA,caiB,non_core,23
-9,mtfA,ECOR47_01402,CDS,460378,461175,+,ECOR47_PROKKA,cbl,core,44
-8,,ECOR47_01404,CDS,461637,469646,+,ECOR47_PROKKA,cbl,non_core,9
-7,,ECOR47_01405,CDS,469908,470960,-,ECOR47_PROKKA,cbl,non_core,15
-6,abaF,ECOR47_01406,CDS,471275,472591,+,ECOR47_PROKKA,cbl,core,44
-5,amn,ECOR47_01407,CDS,472693,474147,+,ECOR47_PROKKA,cbl,core,44
-4,yeeN,ECOR47_01408,CDS,474489,475205,+,ECOR47_PROKKA,cbl,core,44
-3,yeeO,ECOR47_01410,CDS,475836,477323,-,ECOR47_PROKKA,cbl,non_core,41
-2,cbl,ECOR47_01412,CDS,477597,478547,-,ECOR47_PROKKA,cbl,soft_core,43
-1,argP_1,ECOR47_01413,CDS,478649,479566,-,ECOR47_PROKKA,cbl,core,44
1,erfK,ECOR47_01415,CDS,480023,480958,-,ECOR47_PROKKA,cbl,core,44
2,cobT,ECOR47_01416,CDS,481020,482099,-,ECOR47_PROKKA,cbl,core,44
3,cobS,ECOR47_01417,CDS,482111,482854,-,ECOR47_PROKKA,cbl,core,44
4,cobU,ECOR47_01418,CDS,482851,483393,-,ECOR47_PROKKA,cbl,soft_core,42
5,,ECOR47_01419,CDS,483529,483966,-,ECOR47_PROKKA,cbl,non_core,6
6,rhaR_5,ECOR47_01420,CDS,484451,485365,-,ECOR47_PROKKA,cbl,non_core,6
7,pduF,ECOR47_01421,CDS,485568,486377,-,ECOR47_PROKKA,cbl,non_core,6
8,pduA_1,ECOR47_01422,CDS,486889,487173,+,ECOR47_PROKKA,cbl,non_core,6
9,pduB,ECOR47_01423,CDS,487170,487982,+,ECOR47_PROKKA,cbl,non_core,6
10,pduC,ECOR47_01424,CDS,488001,489665,+,ECOR47_PROKKA,cbl,non_core,6
-9,,ECOR47_00917,CDS,47956,48663,+,ECOR47_PROKKA,corA,core,44
-8,xerC_2,ECOR47_00918,CDS,48660,49556,+,ECOR47_PROKKA,corA,core,44
-7,yigB,ECOR47_00919,CDS,49556,50272,+,ECOR47_PROKKA,corA,core,44
-6,uvrD,ECOR47_00920,CDS,50356,52518,+,ECOR47_PROKKA,corA,core,44
-5,,ECOR47_00921,CDS,52563,53003,-,ECOR47_PROKKA,corA,non_core,33
-4,,ECOR47_00922,CDS,53031,53465,-,ECOR47_PROKKA,corA,non_core,3
-3,,ECOR47_00923,CDS,53548,54312,-,ECOR47_PROKKA,corA,soft_core,43
-2,corA,ECOR47_00924,CDS,54682,55632,+,ECOR47_PROKKA,corA,soft_core,43
-1,,ECOR47_00925,CDS,55675,56055,-,ECOR47_PROKKA,corA,non_core,13
1,yigG,ECOR47_00926,CDS,56069,56449,-,ECOR47_PROKKA,corA,non_core,13
2,rarD,ECOR47_00927,CDS,56544,57434,-,ECOR47_PROKKA,corA,core,44
3,,ECOR47_00928,CDS,57486,57953,-,ECOR47_PROKKA,corA,core,44
4,pldA,ECOR47_00929,CDS,58118,58987,+,ECOR47_PROKKA,corA,core,44
5,recQ,ECOR47_00930,CDS,59114,60949,+,ECOR47_PROKKA,corA,core,44
6,rhtC,ECOR47_00931,CDS,61013,61633,+,ECOR47_PROKKA,corA,core,44
7,rhtB,ECOR47_00932,CDS,61695,62315,-,ECOR47_PROKKA,corA,core,44
8,pldB,ECOR47_00933,CDS,62426,63448,+,ECOR47_PROKKA,corA,core,44
9,yigL,ECOR47_00934,CDS,63456,64256,+,ECOR47_PROKKA,corA,core,44
10,bioP,ECOR47_00935,CDS,64332,65231,+,ECOR47_PROKKA,corA,core,44
-9,yaaA,ECOR47_03589,CDS,220208,220984,+,ECOR47_PROKKA,creC,core,44
-8,,ECOR47_03590,CDS,221137,221433,-,ECOR47_PROKKA,creC,core,44
-7,thrC,ECOR47_03591,CDS,221647,222933,-,ECOR47_PROKKA,creC,core,44
-6,thrB,ECOR47_03592,CDS,222934,223866,-,ECOR47_PROKKA,creC,core,44
-5,thrA,ECOR47_03593,CDS,223868,226330,-,ECOR47_PROKKA,creC,core,44
-4,trmH_2,ECOR47_03594,CDS,226690,227376,-,ECOR47_PROKKA,creC,core,44
-3,arcA,ECOR47_03595,CDS,228012,228728,+,ECOR47_PROKKA,creC,core,44
-2,creD,ECOR47_03596,CDS,228788,230140,-,ECOR47_PROKKA,creC,core,44
-1,creC,ECOR47_03597,CDS,230198,231622,-,ECOR47_PROKKA,creC,soft_core,43
1,creB,ECOR47_03598,CDS,231622,232311,-,ECOR47_PROKKA,creC,core,44
2,,ECOR47_03599,CDS,232324,232797,-,ECOR47_PROKKA,creC,core,44
3,rob_2,ECOR47_03600,CDS,233008,233877,+,ECOR47_PROKKA,creC,core,44
4,pspB_2,ECOR47_03601,CDS,233874,234521,-,ECOR47_PROKKA,creC,core,44
5,yjjX,ECOR47_03602,CDS,234573,235088,+,ECOR47_PROKKA,creC,core,44
6,trpR,ECOR47_03603,CDS,235082,235378,-,ECOR47_PROKKA,creC,core,44
7,slt,ECOR47_03604,CDS,235498,237435,-,ECOR47_PROKKA,creC,core,44
8,ettA,ECOR47_03605,CDS,237646,239313,+,ECOR47_PROKKA,creC,core,44
9,hcaR_3,ECOR47_03606,CDS,239469,240356,-,ECOR47_PROKKA,creC,non_core,6
10,pld1,ECOR47_03607,CDS,240490,241500,+,ECOR47_PROKKA,creC,non_core,6
-9,ettA,ECOR60_00904,CDS,75101,76768,-,ECOR60_PROKKA,creC,core,44
-8,slt,ECOR60_00905,CDS,76975,78912,+,ECOR60_PROKKA,creC,core,44
-7,trpR,ECOR60_00906,CDS,79032,79328,+,ECOR60_PROKKA,creC,core,44
-6,yjjX,ECOR60_00907,CDS,79401,79928,-,ECOR60_PROKKA,creC,core,44
-5,pspB_1,ECOR60_00908,CDS,79980,80627,+,ECOR60_PROKKA,creC,core,44
-4,rob_1,ECOR60_00909,CDS,80624,81493,-,ECOR60_PROKKA,creC,core,44
-3,,ECOR60_00910,CDS,81704,82177,+,ECOR60_PROKKA,creC,core,44
-2,creB,ECOR60_00911,CDS,82190,82879,+,ECOR60_PROKKA,creC,core,44
-1,creC,ECOR60_00912,CDS,82879,84144,+,ECOR60_PROKKA,creC,non_core,1
1,creD,ECOR60_00913,CDS,84202,85554,+,ECOR60_PROKKA,creC,core,44
2,arcA_1,ECOR60_00914,CDS,85614,86330,-,ECOR60_PROKKA,creC,core,44
3,trmH_1,ECOR60_00915,CDS,86966,87652,+,ECOR60_PROKKA,creC,core,44
4,thrA,ECOR60_00916,CDS,88012,90474,+,ECOR60_PROKKA,creC,core,44
5,thrB,ECOR60_00917,CDS,90476,91408,+,ECOR60_PROKKA,creC,core,44
6,thrC,ECOR60_00918,CDS,91409,92695,+,ECOR60_PROKKA,creC,core,44
7,,ECOR60_00919,CDS,92910,93209,+,ECOR60_PROKKA,creC,core,44
8,yaaA,ECOR60_00920,CDS,93362,94138,-,ECOR60_PROKKA,creC,core,44
9,alsT,ECOR60_00921,CDS,94208,95638,-,ECOR60_PROKKA,creC,core,44
10,talB,ECOR60_00922,CDS,95917,96870,+,ECOR60_PROKKA,creC,core,44
-9,manX_1,ECOR47_01249,CDS,319401,320372,+,ECOR47_PROKKA,cspC,core,44
-8,manY,ECOR47_01250,CDS,320435,321235,+,ECOR47_PROKKA,cspC,core,44
-7,manZ_1,ECOR47_01251,CDS,321248,322099,+,ECOR47_PROKKA,cspC,core,44
-6,,ECOR47_01252,CDS,322154,322612,+,ECOR47_PROKKA,cspC,core,44
-5,mntP,ECOR47_01253,CDS,323041,323607,+,ECOR47_PROKKA,cspC,core,44
-4,rlmA,ECOR47_01254,CDS,323604,324413,-,ECOR47_PROKKA,cspC,core,44
-3,cspC,ECOR47_01255,CDS,324579,324788,-,ECOR47_PROKKA,cspC,soft_core,43
-2,,ECOR47_01256,CDS,325614,325901,-,ECOR47_PROKKA,cspC,core,44
-1,,ECOR47_01257,CDS,326278,326466,+,ECOR47_PROKKA,cspC,core,44
1,kdgR,ECOR47_01258,CDS,326660,327451,-,ECOR47_PROKKA,cspC,core,44
2,ribZ,ECOR47_01259,CDS,327628,329001,+,ECOR47_PROKKA,cspC,core,44
3,htpX,ECOR47_01260,CDS,329047,329928,-,ECOR47_PROKKA,cspC,core,44
4,prc,ECOR47_01261,CDS,330120,332168,-,ECOR47_PROKKA,cspC,core,44
5,proQ_1,ECOR47_01262,CDS,332188,332886,-,ECOR47_PROKKA,cspC,core,44
6,msrC,ECOR47_01263,CDS,332983,333534,-,ECOR47_PROKKA,cspC,core,44
7,yebS,ECOR47_01264,CDS,333610,334893,+,ECOR47_PROKKA,cspC,core,44
8,yebT,ECOR47_01265,CDS,334862,337495,+,ECOR47_PROKKA,cspC,core,44
9,rsmF,ECOR47_01266,CDS,337569,339014,+,ECOR47_PROKKA,cspC,core,44
